SERIAL	SONG	USER	DATE
1069	878	18	2021-07-18
1070	192	19	2021-07-18
1071	713	26	2021-07-18
1072	350	47	2021-07-18
1073	759	24	2021-07-18
1074	853	23	2021-07-18
1075	416	12	2021-07-18
1076	429	30	2021-07-18
1077	588	22	2021-07-18
1078	288	60	2021-07-18
1079	243	10	2021-07-18
1080	892	32	2021-07-18
1081	464	46	2021-07-18
1082	851	30	2021-07-18
1083	498	8	2021-07-18
1084	877	13	2021-07-18
1085	986	6	2021-07-18
1086	754	21	2021-07-18
1087	175	35	2021-07-18
1088	520	9	2021-07-18
1089	765	66	2021-07-18
1090	697	21	2021-07-18
1091	515	65	2021-07-18
1092	486	53	2021-07-18
1093	260	41	2021-07-18
1094	807	29	2021-07-18
1095	204	33	2021-07-18
1096	963	53	2021-07-18
1097	930	52	2021-07-18
1098	367	34	2021-07-18
1099	631	10	2021-07-18
1100	973	37	2021-07-18
1101	376	50	2021-07-18
1102	685	24	2021-07-18
1103	548	52	2021-07-19
1104	360	69	2021-07-19
1105	815	61	2021-07-19
1106	233	1	2021-07-19
1107	816	18	2021-07-19
1108	963	47	2021-07-19
1109	731	60	2021-07-19
1110	84	7	2021-07-19
1111	407	45	2021-07-19
1112	757	39	2021-07-19
1113	567	29	2021-07-19
1114	324	60	2021-07-19
1115	327	9	2021-07-19
1116	102	69	2021-07-19
1117	16	7	2021-07-19
1118	958	8	2021-07-19
1119	679	33	2021-07-19
1120	247	7	2021-07-19
1121	270	1	2021-07-19
1122	683	5	2021-07-19
1123	851	16	2021-07-19
1124	775	3	2021-07-19
1125	930	35	2021-07-19
1126	70	25	2021-07-19
1127	5	64	2021-07-19
1128	10	31	2021-07-19
1129	321	67	2021-07-19
1130	790	44	2021-07-19
1131	755	50	2021-07-19
1132	72	40	2021-07-19
1133	24	50	2021-07-19
1134	686	19	2021-07-19
1135	425	47	2021-07-19
1136	10	41	2021-07-19
1137	456	62	2021-07-19
1138	812	21	2021-07-19
1139	806	2	2021-07-19
1140	541	36	2021-07-19
1141	343	70	2021-07-19
1142	537	26	2021-07-19
1143	894	10	2021-07-19
1144	276	59	2021-07-19
1145	343	22	2021-07-19
1146	400	27	2021-07-19
1147	506	41	2021-07-19
1148	90	6	2021-07-19
1149	557	9	2021-07-19
1150	208	4	2021-07-19
1151	580	10	2021-07-19
1152	666	53	2021-07-19
1153	98	10	2021-07-19
1154	45	43	2021-07-19
1155	796	36	2021-07-19
1156	977	18	2021-07-19
1157	109	11	2021-07-19
1158	960	2	2021-07-19
1159	594	45	2021-07-19
1160	705	47	2021-07-19
1161	658	68	2021-07-19
1162	799	31	2021-07-19
1163	933	16	2021-07-19
1164	372	12	2021-07-19
1165	573	49	2021-07-19
1166	60	66	2021-07-19
1167	366	10	2021-07-19
1168	46	59	2021-07-20
1169	3	67	2021-07-20
1170	960	31	2021-07-20
1171	863	31	2021-07-20
1172	821	58	2021-07-20
1173	914	62	2021-07-20
1174	905	30	2021-07-20
1175	879	44	2021-07-20
1176	563	14	2021-07-20
1177	540	15	2021-07-20
1178	866	47	2021-07-20
1179	117	15	2021-07-20
1180	375	54	2021-07-20
1181	478	38	2021-07-20
1182	868	46	2021-07-20
1183	861	2	2021-07-20
1184	42	70	2021-07-20
1185	810	18	2021-07-20
1186	296	55	2021-07-20
1187	437	48	2021-07-20
1188	972	53	2021-07-20
1189	850	60	2021-07-20
1190	958	32	2021-07-20
1191	431	13	2021-07-20
1192	939	9	2021-07-20
1193	6	6	2021-07-20
1194	187	28	2021-07-20
1195	161	37	2021-07-20
1196	732	34	2021-07-20
1197	723	44	2021-07-20
1198	302	39	2021-07-20
1199	286	21	2021-07-20
1200	305	68	2021-07-20
1201	964	47	2021-07-20
1202	271	29	2021-07-20
1203	172	68	2021-07-20
1204	182	38	2021-07-20
1205	976	35	2021-07-20
1206	450	1	2021-07-20
1207	16	20	2021-07-20
1208	382	20	2021-07-20
1209	495	53	2021-07-20
1210	644	43	2021-07-20
1211	41	62	2021-07-20
1212	546	31	2021-07-20
1213	281	70	2021-07-20
1214	786	8	2021-07-20
1215	204	22	2021-07-20
1216	186	66	2021-07-20
1217	520	19	2021-07-20
1218	767	15	2021-07-20
1219	384	26	2021-07-20
1220	909	59	2021-07-20
1221	226	38	2021-07-20
1222	723	52	2021-07-20
1223	441	28	2021-07-20
1224	596	46	2021-07-20
1225	186	59	2021-07-20
1226	169	55	2021-07-20
1227	628	22	2021-07-20
1228	143	48	2021-07-20
1229	126	34	2021-07-20
1230	772	22	2021-07-20
1231	967	16	2021-07-20
1232	705	17	2021-07-20
1233	613	22	2021-07-20
1234	954	24	2021-07-20
1235	657	24	2021-07-20
1236	939	66	2021-07-20
1237	35	69	2021-07-20
1238	430	53	2021-07-21
1239	1	68	2021-07-21
1240	600	33	2021-07-21
1241	523	65	2021-07-21
1242	354	59	2021-07-21
1243	475	48	2021-07-21
1244	719	40	2021-07-21
1245	220	42	2021-07-21
1246	493	68	2021-07-21
1247	695	46	2021-07-21
1248	10	57	2021-07-21
1249	141	53	2021-07-21
1250	244	12	2021-07-21
1251	310	23	2021-07-21
1252	654	36	2021-07-21
1253	518	44	2021-07-21
1254	960	54	2021-07-21
1255	37	48	2021-07-21
1256	824	51	2021-07-21
1257	653	35	2021-07-21
1258	508	25	2021-07-21
1259	534	38	2021-07-21
1260	259	21	2021-07-21
1261	94	47	2021-07-21
1262	146	68	2021-07-21
1263	665	14	2021-07-21
1264	970	11	2021-07-21
1265	167	47	2021-07-21
1266	643	10	2021-07-21
1267	910	49	2021-07-21
1268	100	5	2021-07-21
1269	382	8	2021-07-21
1270	216	3	2021-07-21
1271	787	58	2021-07-21
1272	718	41	2021-07-21
1273	773	56	2021-07-21
1274	784	58	2021-07-21
1275	755	3	2021-07-21
1276	281	38	2021-07-21
1277	861	48	2021-07-21
1278	810	16	2021-07-21
1279	960	38	2021-07-21
1280	85	57	2021-07-21
1281	210	27	2021-07-21
1282	225	48	2021-07-21
1283	645	55	2021-07-21
1284	106	29	2021-07-21
1285	898	13	2021-07-21
1286	701	58	2021-07-21
1287	817	47	2021-07-21
1288	78	56	2021-07-21
1289	392	37	2021-07-21
1290	553	25	2021-07-21
1291	30	17	2021-07-21
1292	734	19	2021-07-21
1293	769	68	2021-07-21
1294	257	16	2021-07-21
1295	483	6	2021-07-21
1296	514	7	2021-07-21
1297	974	45	2021-07-21
1298	166	48	2021-07-21
1299	720	22	2021-07-21
1300	434	68	2021-07-21
1301	75	37	2021-07-21
1302	385	37	2021-07-22
1303	318	56	2021-07-22
1304	235	56	2021-07-22
1305	498	5	2021-07-22
1306	168	52	2021-07-22
1307	608	48	2021-07-22
1308	303	64	2021-07-22
1309	891	37	2021-07-22
1310	160	31	2021-07-22
1311	308	29	2021-07-22
1312	698	33	2021-07-22
1313	29	3	2021-07-22
1314	215	33	2021-07-22
1315	319	17	2021-07-22
1316	795	22	2021-07-22
1317	652	10	2021-07-22
1318	15	4	2021-07-22
1319	930	9	2021-07-22
1320	818	64	2021-07-22
1321	186	63	2021-07-22
1322	488	2	2021-07-22
1323	507	32	2021-07-22
1324	609	17	2021-07-22
1325	538	50	2021-07-22
1326	411	22	2021-07-22
1327	922	38	2021-07-22
1328	293	25	2021-07-22
1329	536	61	2021-07-22
1330	870	42	2021-07-22
1331	740	23	2021-07-22
1332	849	55	2021-07-22
1333	91	67	2021-07-22
1334	160	3	2021-07-22
1335	791	30	2021-07-22
1336	155	57	2021-07-22
1337	83	45	2021-07-22
1338	520	51	2021-07-22
1339	43	16	2021-07-22
1340	347	38	2021-07-22
1341	148	64	2021-07-22
1342	358	69	2021-07-22
1343	754	61	2021-07-22
1344	803	19	2021-07-22
1345	788	22	2021-07-22
1346	136	32	2021-07-22
1347	843	62	2021-07-22
1348	518	28	2021-07-22
1349	843	26	2021-07-22
1350	414	30	2021-07-22
1351	189	15	2021-07-22
1352	329	49	2021-07-22
1353	920	44	2021-07-22
1354	569	4	2021-07-22
1355	823	20	2021-07-22
1356	38	8	2021-07-22
1357	149	41	2021-07-22
1358	303	32	2021-07-22
1359	299	61	2021-07-22
1360	327	46	2021-07-22
1361	671	64	2021-07-22
1362	273	8	2021-07-22
1363	386	67	2021-07-22
1364	154	54	2021-07-22
1365	8	7	2021-07-22
1366	652	28	2021-07-22
1367	602	60	2021-07-22
1368	309	10	2021-07-22
1369	356	4	2021-07-22
1370	941	65	2021-07-22
1371	332	60	2021-07-22
1372	588	52	2021-07-22
1373	271	62	2021-07-22
1374	241	51	2021-07-22
1375	186	28	2021-07-22
1376	27	50	2021-07-22
1377	712	15	2021-07-22
1378	52	3	2021-07-22
1379	40	27	2021-07-22
1380	61	35	2021-07-22
1381	850	21	2021-07-22
1382	600	12	2021-07-23
1383	13	31	2021-07-23
1384	919	65	2021-07-23
1385	672	43	2021-07-23
1386	179	4	2021-07-23
1387	79	57	2021-07-23
1388	280	19	2021-07-23
1389	438	4	2021-07-23
1390	382	2	2021-07-23
1391	402	51	2021-07-23
1392	428	63	2021-07-23
1393	456	28	2021-07-23
1394	474	45	2021-07-23
1395	950	35	2021-07-23
1396	388	10	2021-07-23
1397	712	28	2021-07-23
1398	994	44	2021-07-23
1399	451	39	2021-07-23
1400	55	69	2021-07-23
1401	319	12	2021-07-23
1402	585	29	2021-07-23
1403	190	30	2021-07-23
1404	297	3	2021-07-23
1405	244	58	2021-07-23
1406	47	27	2021-07-23
1407	344	70	2021-07-23
1408	980	5	2021-07-23
1409	905	32	2021-07-23
1410	640	30	2021-07-23
1411	652	32	2021-07-23
1412	26	40	2021-07-23
1413	779	13	2021-07-23
1414	202	18	2021-07-23
1415	527	41	2021-07-23
1416	75	6	2021-07-23
1417	728	61	2021-07-23
1418	345	56	2021-07-23
1419	185	34	2021-07-23
1420	8	68	2021-07-23
1421	506	69	2021-07-23
1422	859	39	2021-07-23
1423	686	48	2021-07-23
1424	950	35	2021-07-23
1425	630	46	2021-07-23
1426	313	37	2021-07-23
1427	12	43	2021-07-23
1428	40	53	2021-07-23
1429	227	57	2021-07-23
1430	349	15	2021-07-23
1431	408	2	2021-07-23
1432	542	38	2021-07-23
1433	763	11	2021-07-23
1434	271	48	2021-07-24
1435	675	56	2021-07-24
1436	55	43	2021-07-24
1437	316	40	2021-07-24
1438	780	14	2021-07-24
1439	59	54	2021-07-24
1440	697	68	2021-07-24
1441	722	70	2021-07-24
1442	692	64	2021-07-24
1443	525	24	2021-07-24
1444	481	47	2021-07-24
1445	787	15	2021-07-24
1446	598	28	2021-07-24
1447	707	48	2021-07-24
1448	283	19	2021-07-24
1449	671	24	2021-07-24
1450	410	69	2021-07-24
1451	243	25	2021-07-24
1452	703	15	2021-07-24
1453	744	50	2021-07-24
1454	630	49	2021-07-24
1455	940	29	2021-07-24
1456	731	25	2021-07-24
1457	6	20	2021-07-24
1458	311	6	2021-07-24
1459	283	25	2021-07-24
1460	191	66	2021-07-24
1461	257	48	2021-07-24
1462	351	67	2021-07-24
1463	336	67	2021-07-24
1464	15	19	2021-07-24
1465	205	69	2021-07-24
1466	452	61	2021-07-24
1467	593	41	2021-07-24
1468	280	42	2021-07-24
1469	765	51	2021-07-24
1470	498	44	2021-07-24
1471	944	62	2021-07-24
1472	886	29	2021-07-24
1473	104	15	2021-07-24
1474	332	22	2021-07-24
1475	999	45	2021-07-24
1476	794	52	2021-07-24
1477	107	45	2021-07-24
1478	18	23	2021-07-24
1479	722	18	2021-07-24
1480	226	46	2021-07-24
1481	845	23	2021-07-24
1482	906	36	2021-07-24
1483	8	6	2021-07-24
1484	710	52	2021-07-24
1485	837	25	2021-07-24
1486	888	36	2021-07-24
1487	768	55	2021-07-24
1488	588	21	2021-07-24
1489	964	45	2021-07-24
1490	121	58	2021-07-24
1491	563	24	2021-07-24
1492	485	42	2021-07-24
1493	928	50	2021-07-24
1494	601	37	2021-07-24
1495	12	57	2021-07-24
1496	13	62	2021-07-24
1497	723	62	2021-07-24
1498	447	54	2021-07-24
1499	420	42	2021-07-24
1500	840	51	2021-07-25
1501	796	37	2021-07-25
1502	678	18	2021-07-25
1503	88	4	2021-07-25
1504	379	19	2021-07-25
1505	601	27	2021-07-25
1506	153	1	2021-07-25
1507	934	21	2021-07-25
1508	914	7	2021-07-25
1509	834	6	2021-07-25
1510	188	46	2021-07-25
1511	706	29	2021-07-25
1512	755	56	2021-07-25
1513	742	49	2021-07-25
1514	808	33	2021-07-25
1515	968	19	2021-07-25
1516	36	8	2021-07-25
1517	805	6	2021-07-25
1518	498	9	2021-07-25
1519	367	63	2021-07-25
1520	39	49	2021-07-25
1521	133	28	2021-07-25
1522	658	64	2021-07-25
1523	366	54	2021-07-25
1524	471	65	2021-07-25
1525	559	63	2021-07-25
1526	794	63	2021-07-25
1527	239	2	2021-07-25
1528	265	38	2021-07-25
1529	674	51	2021-07-25
1530	469	12	2021-07-25
1531	350	48	2021-07-25
1532	983	19	2021-07-25
1533	16	8	2021-07-25
1534	567	32	2021-07-25
1535	751	64	2021-07-25
1536	908	43	2021-07-25
1537	256	66	2021-07-25
1538	139	6	2021-07-25
1539	742	2	2021-07-25
1540	654	25	2021-07-25
1541	930	64	2021-07-25
1542	412	13	2021-07-25
1543	526	62	2021-07-25
1544	777	38	2021-07-25
1545	637	66	2021-07-25
1546	461	5	2021-07-25
1547	238	24	2021-07-25
1548	752	70	2021-07-25
1549	915	66	2021-07-25
1550	445	61	2021-07-25
1551	978	57	2021-07-25
1552	424	26	2021-07-25
1553	416	59	2021-07-25
1554	219	40	2021-07-25
1555	4	8	2021-07-25
1556	783	40	2021-07-25
1557	144	4	2021-07-25
1558	770	16	2021-07-25
1559	36	54	2021-07-25
1560	438	57	2021-07-25
1561	780	58	2021-07-25
1562	645	2	2021-07-25
1563	698	42	2021-07-25
1564	635	23	2021-07-25
1565	971	35	2021-07-25
1566	743	39	2021-07-25
1567	235	31	2021-07-25
1568	914	38	2021-07-25
1569	766	65	2021-07-25
1570	524	25	2021-07-25
1571	380	11	2021-07-25
1572	553	23	2021-07-25
1573	383	67	2021-07-25
1574	138	59	2021-07-26
1575	514	37	2021-07-26
1576	534	23	2021-07-26
1577	431	6	2021-07-26
1578	348	16	2021-07-26
1579	458	2	2021-07-26
1580	770	42	2021-07-26
1581	216	46	2021-07-26
1582	18	18	2021-07-26
1583	281	1	2021-07-26
1584	841	46	2021-07-26
1585	151	12	2021-07-26
1586	811	66	2021-07-26
1587	54	56	2021-07-26
1588	862	44	2021-07-26
1589	407	66	2021-07-26
1590	397	41	2021-07-26
1591	74	34	2021-07-26
1592	598	34	2021-07-26
1593	600	18	2021-07-26
1594	892	19	2021-07-26
1595	832	36	2021-07-26
1596	50	48	2021-07-26
1597	804	35	2021-07-26
1598	414	41	2021-07-26
1599	805	62	2021-07-26
1600	314	11	2021-07-26
1601	253	25	2021-07-26
1602	24	24	2021-07-26
1603	41	16	2021-07-26
1604	262	4	2021-07-26
1605	19	67	2021-07-26
1606	51	24	2021-07-26
1607	409	6	2021-07-26
1608	229	43	2021-07-26
1609	800	61	2021-07-26
1610	815	60	2021-07-26
1611	281	8	2021-07-26
1612	20	19	2021-07-26
1613	322	61	2021-07-26
1614	522	52	2021-07-26
1615	241	6	2021-07-26
1616	39	32	2021-07-26
1617	714	49	2021-07-26
1618	518	22	2021-07-26
1619	749	42	2021-07-26
1620	987	61	2021-07-26
1621	348	7	2021-07-26
1622	233	48	2021-07-26
1623	4	33	2021-07-26
1624	150	48	2021-07-26
1625	50	56	2021-07-26
1626	246	41	2021-07-26
1627	300	10	2021-07-26
1628	361	38	2021-07-26
1629	184	65	2021-07-26
1630	34	51	2021-07-26
1631	376	62	2021-07-26
1632	408	39	2021-07-26
1633	890	16	2021-07-26
1634	200	57	2021-07-26
1635	427	1	2021-07-26
1636	889	26	2021-07-27
1637	792	41	2021-07-27
1638	211	42	2021-07-27
1639	669	20	2021-07-27
1640	10	53	2021-07-27
1641	134	2	2021-07-27
1642	680	30	2021-07-27
1643	183	10	2021-07-27
1644	929	43	2021-07-27
1645	41	2	2021-07-27
1646	996	58	2021-07-27
1647	964	22	2021-07-27
1648	597	24	2021-07-27
1649	257	9	2021-07-27
1650	955	46	2021-07-27
1651	38	18	2021-07-27
1652	663	3	2021-07-27
1653	502	59	2021-07-27
1654	748	14	2021-07-27
1655	171	21	2021-07-27
1656	480	22	2021-07-27
1657	984	1	2021-07-27
1658	341	20	2021-07-27
1659	482	35	2021-07-27
1660	48	37	2021-07-27
1661	802	49	2021-07-27
1662	847	1	2021-07-27
1663	461	9	2021-07-27
1664	814	64	2021-07-27
1665	752	27	2021-07-27
1666	217	26	2021-07-27
1667	680	63	2021-07-27
1668	669	32	2021-07-27
1669	4	54	2021-07-27
1670	620	70	2021-07-27
1671	82	44	2021-07-27
1672	252	62	2021-07-27
1673	365	62	2021-07-27
1674	177	66	2021-07-27
1675	739	23	2021-07-27
1676	178	27	2021-07-27
1677	454	50	2021-07-27
1678	934	31	2021-07-27
1679	738	23	2021-07-27
1680	281	55	2021-07-27
1681	320	53	2021-07-27
1682	773	62	2021-07-27
1683	242	13	2021-07-27
1684	7	5	2021-07-27
1685	988	20	2021-07-27
1686	39	33	2021-07-27
1687	8	27	2021-07-27
1688	712	11	2021-07-27
1689	797	56	2021-07-27
1690	92	62	2021-07-27
1691	28	11	2021-07-27
1692	1	24	2021-07-27
1693	217	44	2021-07-27
1694	410	5	2021-07-27
1695	986	55	2021-07-27
1696	900	64	2021-07-27
1697	39	14	2021-07-27
1698	863	36	2021-07-27
1699	68	22	2021-07-27
1700	512	28	2021-07-27
1701	498	16	2021-07-27
1702	296	20	2021-07-27
1703	303	63	2021-07-27
1704	144	47	2021-07-27
1705	918	17	2021-07-27
1706	930	37	2021-07-27
1707	210	30	2021-07-27
1708	301	4	2021-07-27
1709	510	47	2021-07-27
1710	977	18	2021-07-27
1711	506	31	2021-07-28
1712	181	57	2021-07-28
1713	193	69	2021-07-28
1714	43	34	2021-07-28
1715	118	54	2021-07-28
1716	57	15	2021-07-28
1717	224	11	2021-07-28
1718	643	61	2021-07-28
1719	509	30	2021-07-28
1720	736	43	2021-07-28
1721	734	4	2021-07-28
1722	197	12	2021-07-28
1723	448	60	2021-07-28
1724	514	60	2021-07-28
1725	263	23	2021-07-28
1726	638	56	2021-07-28
1727	828	25	2021-07-28
1728	548	60	2021-07-28
1729	10	7	2021-07-28
1730	700	46	2021-07-28
1731	53	21	2021-07-28
1732	922	50	2021-07-28
1733	893	22	2021-07-28
1734	859	28	2021-07-28
1735	101	43	2021-07-28
1736	153	69	2021-07-28
1737	979	13	2021-07-28
1738	317	64	2021-07-28
1739	115	24	2021-07-28
1740	766	57	2021-07-28
1741	786	37	2021-07-28
1742	891	34	2021-07-28
1743	831	30	2021-07-28
1744	437	14	2021-07-28
1745	26	44	2021-07-28
1746	483	43	2021-07-28
1747	197	30	2021-07-28
1748	332	43	2021-07-28
1749	347	9	2021-07-28
1750	234	18	2021-07-28
1751	872	16	2021-07-28
1752	415	7	2021-07-28
1753	964	46	2021-07-28
1754	847	37	2021-07-28
1755	652	26	2021-07-28
1756	176	68	2021-07-28
1757	81	6	2021-07-28
1758	651	57	2021-07-28
1759	340	48	2021-07-28
1760	872	64	2021-07-28
1761	885	34	2021-07-28
1762	72	68	2021-07-28
1763	301	27	2021-07-28
1764	558	24	2021-07-28
1765	344	36	2021-07-28
1766	634	35	2021-07-28
1767	723	64	2021-07-28
1768	34	34	2021-07-28
1769	712	12	2021-07-28
1770	162	55	2021-07-28
1771	372	5	2021-07-28
1772	98	66	2021-07-28
1773	805	38	2021-07-28
1774	777	8	2021-07-28
1775	621	60	2021-07-28
1776	619	59	2021-07-29
1777	889	40	2021-07-29
1778	867	21	2021-07-29
1779	642	27	2021-07-29
1780	854	36	2021-07-29
1781	419	45	2021-07-29
1782	22	33	2021-07-29
1783	307	41	2021-07-29
1784	201	51	2021-07-29
1785	151	14	2021-07-29
1786	684	7	2021-07-29
1787	349	50	2021-07-29
1788	357	68	2021-07-29
1789	288	56	2021-07-29
1790	128	60	2021-07-29
1791	298	56	2021-07-29
1792	321	40	2021-07-29
1793	172	27	2021-07-29
1794	685	3	2021-07-29
1795	616	9	2021-07-29
1796	276	29	2021-07-29
1797	146	36	2021-07-29
1798	214	52	2021-07-29
1799	371	61	2021-07-29
1800	773	43	2021-07-29
1801	335	40	2021-07-29
1802	855	1	2021-07-29
1803	390	35	2021-07-29
1804	879	37	2021-07-29
1805	790	62	2021-07-29
1806	11	22	2021-07-29
1807	860	69	2021-07-29
1808	605	33	2021-07-29
1809	538	20	2021-07-29
1810	719	60	2021-07-29
1811	754	32	2021-07-29
1812	882	8	2021-07-29
1813	747	52	2021-07-29
1814	780	58	2021-07-29
1815	728	69	2021-07-29
1816	339	19	2021-07-29
1817	774	69	2021-07-29
1818	773	56	2021-07-29
1819	145	18	2021-07-29
1820	178	7	2021-07-29
1821	17	50	2021-07-29
1822	973	7	2021-07-29
1823	248	23	2021-07-29
1824	779	26	2021-07-29
1825	705	57	2021-07-29
1826	635	62	2021-07-29
1827	230	53	2021-07-29
1828	449	27	2021-07-29
1829	609	58	2021-07-29
1830	393	42	2021-07-29
1831	810	31	2021-07-29
1832	109	35	2021-07-29
1833	439	48	2021-07-29
1834	741	52	2021-07-29
1835	720	42	2021-07-30
1836	149	8	2021-07-30
1837	757	52	2021-07-30
1838	789	37	2021-07-30
1839	10	15	2021-07-30
1840	911	2	2021-07-30
1841	7	59	2021-07-30
1842	871	55	2021-07-30
1843	481	35	2021-07-30
1844	677	30	2021-07-30
1845	956	29	2021-07-30
1846	710	61	2021-07-30
1847	97	55	2021-07-30
1848	9	17	2021-07-30
1849	444	63	2021-07-30
1850	895	44	2021-07-30
1851	650	37	2021-07-30
1852	19	32	2021-07-30
1853	701	37	2021-07-30
1854	707	32	2021-07-30
1855	775	59	2021-07-30
1856	989	22	2021-07-30
1857	466	37	2021-07-30
1858	511	9	2021-07-30
1859	722	24	2021-07-30
1860	626	19	2021-07-30
1861	190	59	2021-07-30
1862	966	5	2021-07-30
1863	322	16	2021-07-30
1864	551	45	2021-07-30
1865	590	11	2021-07-30
1866	258	37	2021-07-30
1867	103	26	2021-07-30
1868	945	18	2021-07-30
1869	940	26	2021-07-30
1870	277	68	2021-07-30
1871	95	50	2021-07-30
1872	710	46	2021-07-30
1873	727	46	2021-07-30
1874	866	44	2021-07-30
1875	394	8	2021-07-30
1876	461	26	2021-07-30
1877	624	36	2021-07-30
1878	546	62	2021-07-30
1879	779	32	2021-07-30
1880	529	44	2021-07-30
1881	396	18	2021-07-30
1882	732	51	2021-07-30
1883	402	12	2021-07-30
1884	81	68	2021-07-30
1885	823	61	2021-07-30
1886	764	30	2021-08-01
1887	42	34	2021-08-01
1888	100	61	2021-08-01
1889	142	45	2021-08-01
1890	158	69	2021-08-01
1891	875	47	2021-08-01
1892	728	46	2021-08-01
1893	11	59	2021-08-01
1894	784	20	2021-08-01
1895	57	57	2021-08-01
1896	661	2	2021-08-01
1897	388	1	2021-08-01
1898	594	68	2021-08-01
1899	454	24	2021-08-01
1900	768	27	2021-08-01
1901	949	20	2021-08-01
1902	421	27	2021-08-01
1903	693	27	2021-08-01
1904	326	29	2021-08-01
1905	676	33	2021-08-01
1906	813	28	2021-08-01
1907	181	40	2021-08-01
1908	918	9	2021-08-01
1909	376	2	2021-08-01
1910	894	70	2021-08-01
1911	659	45	2021-08-01
1912	953	7	2021-08-01
1913	536	13	2021-08-01
1914	988	23	2021-08-01
1915	34	60	2021-08-01
1916	658	62	2021-08-01
1917	948	21	2021-08-01
1918	592	39	2021-08-01
1919	473	12	2021-08-01
1920	201	53	2021-08-01
1921	848	69	2021-08-01
1922	50	47	2021-08-01
1923	584	60	2021-08-01
1924	725	11	2021-08-01
1925	675	18	2021-08-01
1926	291	57	2021-08-01
1927	547	69	2021-08-01
1928	11	33	2021-08-01
1929	254	16	2021-08-01
1930	791	69	2021-08-01
1931	352	30	2021-08-01
1932	733	46	2021-08-01
1933	509	37	2021-08-01
1934	233	49	2021-08-01
1935	989	46	2021-08-01
1936	139	44	2021-08-01
1937	692	50	2021-08-01
1938	69	66	2021-08-01
1939	985	31	2021-08-01
1940	384	36	2021-08-01
1941	479	67	2021-08-01
1942	804	56	2021-08-01
1943	206	8	2021-08-01
1944	861	54	2021-08-01
1945	486	13	2021-08-01
1946	603	54	2021-08-01
1947	417	58	2021-08-01
1948	169	37	2021-08-01
1949	676	10	2021-08-01
1950	806	15	2021-08-01
1951	754	38	2021-08-01
1952	487	33	2021-08-01
1953	445	1	2021-08-01
1954	791	5	2021-08-01
1955	426	44	2021-08-01
1956	646	68	2021-08-01
1957	22	14	2021-08-01
1958	90	45	2021-08-01
1959	137	39	2021-08-01
1960	863	37	2021-08-01
1961	39	17	2021-08-01
1962	707	39	2021-08-01
1963	820	37	2021-08-01
1964	863	66	2021-08-01
1965	270	17	2021-08-01
1966	264	49	2021-08-01
1967	285	56	2021-08-01
1968	476	7	2021-08-01
1969	443	59	2021-08-01
1970	715	20	2021-08-01
1971	998	66	2021-08-01
1972	786	40	2021-08-01
1973	133	33	2021-08-01
1974	240	60	2021-08-02
1975	427	57	2021-08-02
1976	111	11	2021-08-02
1977	214	57	2021-08-02
1978	309	39	2021-08-02
1979	257	51	2021-08-02
1980	607	30	2021-08-02
1981	307	15	2021-08-02
1982	616	67	2021-08-02
1983	469	20	2021-08-02
1984	547	62	2021-08-02
1985	633	28	2021-08-02
1986	586	37	2021-08-02
1987	736	36	2021-08-02
1988	714	45	2021-08-02
1989	385	28	2021-08-02
1990	845	2	2021-08-02
1991	573	18	2021-08-02
1992	403	31	2021-08-02
1993	391	57	2021-08-02
1994	858	62	2021-08-02
1995	904	48	2021-08-02
1996	360	40	2021-08-02
1997	892	65	2021-08-02
1998	344	67	2021-08-02
1999	119	46	2021-08-02
2000	421	3	2021-08-02
2001	890	46	2021-08-02
2002	964	26	2021-08-02
2003	911	54	2021-08-02
2004	601	55	2021-08-02
2005	628	25	2021-08-02
2006	743	15	2021-08-02
2007	483	18	2021-08-02
2008	377	51	2021-08-02
2009	740	8	2021-08-02
2010	34	24	2021-08-02
2011	785	37	2021-08-02
2012	230	48	2021-08-02
2013	125	2	2021-08-02
2014	974	22	2021-08-02
2015	602	62	2021-08-02
2016	81	55	2021-08-02
2017	315	42	2021-08-02
2018	287	3	2021-08-02
2019	341	70	2021-08-02
2020	840	16	2021-08-02
2021	940	32	2021-08-02
2022	954	20	2021-08-02
2023	28	55	2021-08-02
2024	652	51	2021-08-02
2025	390	46	2021-08-02
2026	224	43	2021-08-02
2027	96	51	2021-08-02
2028	538	13	2021-08-02
2029	75	49	2021-08-02
2030	618	60	2021-08-02
2031	404	64	2021-08-02
2032	902	42	2021-08-02
2033	302	56	2021-08-02
2034	594	54	2021-08-02
2035	227	62	2021-08-02
2036	260	22	2021-08-02
2037	125	21	2021-08-02
2038	885	5	2021-08-02
2039	327	15	2021-08-02
2040	347	14	2021-08-02
2041	309	46	2021-08-02
2042	32	1	2021-08-02
2043	379	21	2021-08-02
2044	754	12	2021-08-02
2045	467	43	2021-08-02
2046	863	39	2021-08-02
2047	188	22	2021-08-02
2048	322	58	2021-08-02
2049	479	15	2021-08-02
2050	795	54	2021-08-02
2051	108	20	2021-08-02
2052	685	55	2021-08-02
2053	250	65	2021-08-02
2054	39	46	2021-08-02
2055	75	40	2021-08-02
2056	220	42	2021-08-02
2057	105	24	2021-08-02
2058	685	5	2021-08-03
2059	144	53	2021-08-03
2060	78	15	2021-08-03
2061	767	24	2021-08-03
2062	890	8	2021-08-03
2063	183	43	2021-08-03
2064	482	31	2021-08-03
2065	925	10	2021-08-03
2066	13	20	2021-08-03
